DEVICE;TYPEID;M;N;K;S;GFLOPS;BS;BM;BN;BK;WS;WG;LU;NZ;AL;TB;TC;AP;AA;AB;AC
NVIDIA H100 80GB HBM3 [0x658e];3;9;4;13;30000;0;12;9;1;7;9;0;-2;0;0;0;1;0;2;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;5;4;30000;0;10;9;1;8;1;1;-1;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;5;5;30000;0;10;9;1;7;1;-1;-2;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;5;7;30000;0;10;8;1;2;9;1;-1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;5;9;30000;0;10;9;1;5;1;1;-1;0;0;0;1;0;2;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;7;4;30000;0;13;9;1;4;1;-1;1;0;0;0;1;0;2;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;7;5;30000;0;9;8;1;9;1;0;2;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;7;7;30000;0;9;8;1;4;1;1;2;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;9;4;30000;0;17;9;1;6;1;-1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;9;5;30000;0;15;9;1;5;1;1;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;9;9;30000;0;13;9;1;6;1;1;0;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;9;16;30000;0;19;9;1;8;1;0;-1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;9;22;30000;0;7;9;1;4;1;-2;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;9;32;30000;0;20;9;1;2;1;1;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;13;4;30000;0;13;9;1;6;1;-1;-1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;16;9;30000;0;16;9;1;7;1;1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;16;16;30000;0;10;8;1;2;1;-2;3;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;16;22;30000;0;15;9;1;3;1;-1;0;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;22;9;30000;0;18;9;1;3;1;0;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;22;16;30000;0;12;9;1;3;1;-1;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;22;22;30000;0;17;9;1;6;1;1;0;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;9;22;32;30000;0;23;9;1;5;1;0;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;10;4;4;30000;0;10;10;1;6;1;0;-1;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;10;4;10;30000;0;11;8;1;5;10;-2;3;0;0;0;1;0;0;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;10;10;4;30000;0;14;10;1;9;1;1;-1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;10;10;10;30000;0;16;10;1;2;1;1;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;4;4;30000;0;9;8;1;12;1;1;0;0;0;0;1;0;2;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;4;5;30000;0;10;8;1;5;13;0;2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;4;7;30000;0;10;8;1;13;1;-1;5;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;4;9;30000;0;12;8;1;9;13;0;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;4;13;30000;0;6;8;1;4;13;-1;0;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;4;17;30000;0;10;8;1;11;13;1;1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;4;32;30000;0;12;8;1;7;1;1;-2;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;5;4;30000;0;8;8;1;9;1;-2;2;0;0;0;1;0;2;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;5;5;30000;0;9;8;1;7;1;1;-1;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;5;7;30000;0;9;8;1;10;1;1;-2;0;0;0;1;0;0;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;5;13;30000;0;9;8;1;3;13;-1;3;0;0;0;1;0;2;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;5;17;30000;0;10;8;1;2;1;-2;-1;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;5;32;30000;0;5;8;1;5;1;1;0;0;0;0;1;0;0;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;7;4;30000;0;11;8;1;10;1;1;-1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;7;5;30000;0;14;8;1;4;1;1;1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;7;7;30000;0;12;8;1;12;1;-1;2;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;7;13;30000;0;13;8;1;7;1;-1;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;9;4;30000;0;14;8;1;8;1;1;2;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;13;4;30000;0;17;13;1;10;1;1;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;13;5;30000;0;22;13;1;11;1;-1;0;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;13;7;30000;0;20;13;1;11;13;1;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;13;13;30000;0;13;13;1;8;1;0;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;13;17;30000;0;13;13;1;7;1;1;0;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;13;32;30000;0;20;13;1;10;1;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;17;4;30000;0;16;13;1;3;1;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;17;5;30000;0;17;13;1;2;1;0;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;17;13;30000;0;18;13;1;7;1;-2;0;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;17;17;30000;0;15;13;1;5;1;-2;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;17;32;30000;0;20;13;1;11;1;1;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;32;4;30000;0;23;13;1;10;1;-1;-2;0;0;0;1;0;1;1;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;32;5;30000;0;20;13;1;6;1;-1;-1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;32;13;30000;0;13;13;1;2;1;-2;1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;32;17;30000;0;23;8;1;3;1;0;4;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;32;32;30000;0;20;13;1;6;1;-1;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;15;4;4;30000;0;8;8;1;12;1;-1;2;0;0;0;1;0;2;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;15;15;15;30000;0;21;15;1;8;1;-1;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;16;9;9;30000;0;9;8;1;14;1;1;-1;0;0;0;1;0;2;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;16;9;16;30000;0;19;8;1;13;16;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;16;9;22;30000;0;12;8;1;16;16;1;1;0;0;0;1;0;2;1;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;16;16;9;30000;0;18;16;1;1;1;-1;2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;16;16;16;30000;0;12;16;1;4;1;1;-1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;16;16;22;30000;0;19;16;1;10;1;1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;16;22;9;30000;0;16;16;1;4;1;0;-1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;16;22;16;30000;0;12;16;1;11;1;0;-1;0;0;0;1;0;1;1;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;16;22;22;30000;0;15;16;1;10;1;0;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;4;4;30000;0;8;8;1;14;1;-1;-1;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;4;5;30000;0;13;8;1;8;1;-2;6;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;4;13;30000;0;10;8;1;3;17;-1;0;0;0;0;1;0;0;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;4;17;30000;0;9;8;1;5;17;-1;2;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;4;32;30000;0;4;8;1;8;17;-1;-2;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;5;4;30000;0;14;8;1;17;1;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;5;5;30000;0;8;8;1;14;17;-1;3;0;0;0;1;0;2;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;5;13;30000;0;11;8;1;14;17;1;-1;0;0;0;1;0;2;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;5;17;30000;0;6;8;1;5;17;0;-2;0;0;0;1;0;2;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;5;32;30000;0;15;8;1;14;17;0;0;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;13;4;30000;0;15;17;1;13;1;-1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;13;5;30000;0;16;17;1;7;1;-1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;13;13;30000;0;19;8;1;17;1;1;4;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;13;17;30000;0;16;17;1;15;1;-2;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;13;32;30000;0;20;17;1;12;1;-1;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;17;4;30000;0;22;17;1;12;1;-1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;17;5;30000;0;24;17;1;13;1;1;0;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;17;13;30000;0;20;17;1;10;1;-1;-1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;17;17;30000;0;20;17;1;9;1;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;17;32;30000;0;30;17;1;15;1;1;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;32;4;30000;0;21;17;1;2;1;-2;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;32;5;30000;0;24;17;1;8;1;-1;-2;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;32;13;30000;0;23;17;1;9;1;-2;0;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;32;17;30000;0;22;17;1;13;1;-2;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;32;32;30000;0;24;17;1;7;1;-2;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;20;20;20;30000;0;20;20;1;16;1;1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;9;9;30000;0;13;8;1;2;1;-2;-2;0;0;0;1;0;2;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;9;16;30000;0;13;8;1;12;1;-1;4;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;9;22;30000;0;12;8;1;21;22;-1;5;0;0;0;1;0;2;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;9;32;30000;0;15;8;1;18;22;-2;3;0;0;0;1;0;0;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;16;9;30000;0;21;8;1;13;1;1;1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;16;16;30000;0;20;8;1;2;1;1;1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;16;22;30000;0;23;8;1;4;1;-2;5;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;22;9;30000;0;23;22;1;13;22;-1;-2;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;22;16;30000;0;20;22;1;6;1;1;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;22;22;30000;0;20;22;1;17;22;-1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;22;32;30000;0;30;22;1;8;1;1;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;23;23;23;30000;0;20;23;1;20;1;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;24;24;24;30000;0;20;24;1;2;24;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;25;4;4;30000;0;10;8;1;8;25;1;4;0;0;0;1;0;2;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;25;4;5;30000;0;8;8;1;14;25;-1;5;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;25;5;4;30000;0;8;8;1;9;1;0;3;0;0;0;1;0;2;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;25;25;25;30000;0;20;25;1;6;1;1;1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;26;4;4;30000;0;10;8;1;13;26;-1;3;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;28;4;4;30000;0;8;8;1;9;1;-2;4;0;0;0;1;0;0;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;28;28;28;30000;0;29;28;1;8;28;1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;30;30;30;30000;0;25;30;1;18;1;0;0;1;0;0;1;1;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;4;4;30000;0;11;8;1;18;32;1;4;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;4;5;30000;0;11;8;1;32;32;1;6;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;4;13;30000;0;10;8;1;14;32;0;4;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;4;17;30000;0;13;8;1;24;32;0;4;0;0;1;1;1;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;4;32;30000;0;5;8;1;22;32;-1;1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;5;4;30000;0;18;8;1;1;1;0;-2;0;0;0;1;0;0;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;5;5;30000;0;12;8;1;14;1;1;4;0;0;0;1;0;2;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;5;13;30000;0;9;8;1;28;32;-2;6;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;5;17;30000;0;12;8;1;8;32;-1;1;0;0;0;1;0;0;1;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;5;32;30000;0;5;8;1;18;32;-2;-1;0;0;0;1;0;2;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;13;4;30000;0;24;8;1;1;1;-2;6;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;13;5;30000;0;21;8;1;10;1;0;-2;0;0;0;1;0;2;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;13;13;30000;0;20;8;1;17;1;-2;1;0;0;0;1;0;0;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;13;17;30000;0;19;8;1;19;1;1;1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;13;32;30000;0;17;8;1;18;1;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;17;4;30000;0;22;32;1;5;1;-2;0;0;0;0;1;1;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;17;5;30000;0;19;32;1;13;32;-2;-2;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;17;13;30000;0;20;32;1;21;32;-1;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;17;17;30000;0;23;32;1;8;32;0;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;17;32;30000;0;19;32;1;29;1;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;32;4;30000;0;33;32;1;10;0;1;1;0;0;1;1;1;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;32;5;30000;0;38;32;1;23;32;0;-2;0;0;0;1;0;1;1;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;32;13;30000;0;30;32;1;25;1;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;32;17;30000;0;30;32;1;32;1;-2;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;32;32;30000;0;30;32;1;22;1;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;35;35;35;30000;0;58;24;1;32;1;-1;1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;36;36;36;30000;0;13;36;1;9;36;0;4;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;40;40;40;30000;0;29;40;1;4;1;0;-2;0;0;0;1;0;1;0;0;0
